Sat Aug 08 05:52:26 +0000 2020,"['MrPresident', 'JoeBiden2020']","We R w U MrVP @JoeBiden 
Soon we'll make it #MrPresident  #JoeBiden2020 
We need U run this Our Country needs you… https://t.co/r1RazWRuIr",racerock105,California USA,0
Sat Aug 08 05:52:26 +0000 2020,[],RT @church143: We've policed the world so long it's time to police ourselves we have a critical illness corruption in our government&amp;we are…,DebbieTheMOTS,Great Smoky Mountains,0
Sat Aug 08 05:52:26 +0000 2020,['VoteOutRacism'],"RT @MeidasTouch: 📺 NEW VIDEO

Trump is racist. Watch and retweet.

#VoteOutRacism https://t.co/SETGZUlhIy",jamijturner,New England,0
Sat Aug 08 05:52:26 +0000 2020,[],RT @qlm326: @morethanmySLE @donwinslow He’ll get rid of pre-existing conditions right before he cancels MEDICARE and SOCIAL SECURITY should…,norezisitingme,,0
Sat Aug 08 05:52:26 +0000 2020,[],RT @ColorHeather: And did this make the News??,RightFromTheLe1,San Diego,0
Sat Aug 08 05:52:26 +0000 2020,[],"RT @kurtbardella: ""grab 'em by the p*ssy""

""it is what it is""

NOTHING @JoeBiden has said or will say is in the same solar system as the th…",mscarolyn53,,0
Sat Aug 08 05:52:26 +0000 2020,[],RT @JiMnM_: It’s habbening.,calvinadkins10,,0
Sat Aug 08 05:52:26 +0000 2020,[],"RT @axios: NEW: Trump announced on Friday he will pursue an executive order requiring insurance companies to cover pre-existing conditions,…",JimmyGrimaldi,East of Eden,0
Sat Aug 08 05:52:26 +0000 2020,[],Better headline:,rzrwiresunrise,Bay Area,0
Sat Aug 08 05:52:26 +0000 2020,[],"RT @ejeancarroll: IT'S ON!! 

See you in court, @realDonaldTrump!

https://t.co/kJX4fBmbCK",DeliaFender,"Ashington, England",0
Sat Aug 08 05:52:26 +0000 2020,[],"@BreitbartNews I mean you can like Trump or hate Trump, but he’s the same as he has always been.",AChirurgeon,,0
Sat Aug 08 05:52:26 +0000 2020,[],"RT @Eleven_Films: My daughter (25yo) had a temperature of 102.7, a bad cough and a soar throat. She got a Coronavirus test the next day. Sh…",CSerowinski,Scranton PA,0
Sat Aug 08 05:52:26 +0000 2020,[],"RT @marklevinshow: Schumer opposes unemployment benefits and tax relief for U.S. citizens, but supports DACA for illegal aliens
https://t.c…",abrimm79,"Jackson, TN",0
Sat Aug 08 05:52:26 +0000 2020,[],"Trump continually boasts about having ""built the greatest economy ever"" before the pandemic.

But even before COVID… https://t.co/H8ptCMyyZP",TheValuesVoter,,0
Sat Aug 08 05:52:26 +0000 2020,[],"RT @bennyjohnson: Since Joe Biden won’t agree to an earlier Debate before Voting starts, here’s an idea:

Maybe Trump should invite @KanyeW…",dapoool,,0
Sat Aug 08 05:52:26 +0000 2020,[],"Never said Biden welcomed support from Iran or Red China-no more than Trump welcomed any. Sohel, Hillary did 38 for… https://t.co/aBTJmJ4wqM",dgvreiman,"Washington, USA",0
Sat Aug 08 05:52:26 +0000 2020,[],THIS IS TREASON!!,JackJackdunbar3,,0
Sat Aug 08 05:52:26 +0000 2020,[],"RT @TheTweetOfJohn: An American-owned cargo ship named Trump D docked in a Ukrainian port has just offloaded 10,000 metric tons of the same…",mxhubb,FLORIDA,0
Sat Aug 08 05:52:27 +0000 2020,['Trump'],RT @BeChangeToday: Just called Bedminster Police at 908 234-0585 and reported that the #Trump owned Bedminster Golf Course is holding a eve…,CathleenKucz,Northern California,0
Sat Aug 08 05:52:27 +0000 2020,[],"RT @charliekirk11: In California, American pastors can get arrested for doing their jobs but illegal aliens get taxpayer-funded stimulus ch…",Ravenpeach,,0
Sat Aug 08 05:52:27 +0000 2020,[],RT @PalmerReport: Donald Trump knows his life is over – and that’s the problem https://t.co/Y7fKiBpAHv,sidneycade2,,0
Sat Aug 08 05:52:27 +0000 2020,[],@AndrewTKnudsen @mccaffreyr3 Trump is hoping to bankrupt America too.,Mac33Cam1,"Virginia, USA",0
Sat Aug 08 05:52:27 +0000 2020,[],RT @EliseoJJuarez: The Washington Post reports on a massive firing of career public servants by Trump’s Postmaster General. RUNNING USPS IN…,ChoiceCut,,0
Sat Aug 08 05:52:27 +0000 2020,['FrontlineDoctors'],"RT @LaylaAlisha11: TRUMP &amp; the #FrontlineDoctors we’re RIGHT AGAIN! 
AA of Pediatrics cites studies showing children rarely spread Covid-19…",MomsgonnabeR,GA,0
Sat Aug 08 05:52:27 +0000 2020,[],History will record @realDonaldTrump as the best President since the founding fathers.,Alignyourcar,Wherever I lay my hat,0
Sat Aug 08 05:52:27 +0000 2020,[],"RT @Bill_Maxwell_: Trump and his father would not rent to minorities in the 70's.
“You Don’t Want to Live With Them Either.” --DJT

The Cen…",jchicago1024,United States,0
Sat Aug 08 05:52:27 +0000 2020,[],"RT @KristenClarkeJD: BREAKING: Today's Friday night massacre --&gt; Louis DeJoy, Trump donor and the new postmaster general, sacked top Postal…",brontyman,Southern California,0
Sat Aug 08 05:52:27 +0000 2020,[],RT @briantylercohen: The values and platitudes that the GOP has hid behind for YEARS were exposed as complete and utter bullshit in mere MO…,lellingw,USA,0
Sat Aug 08 05:52:27 +0000 2020,[],"RT @thejtlewis: A reporter asked Trump why his guests aren’t social distancing or wearing masks and he replied: ""It's a peaceful protest.”",FaithWolf62,,0
Sat Aug 08 05:52:27 +0000 2020,[],RT @MtnMD: Trump and Putin are using these dupes as human weapons.,Real_ALincoln,"Washington, DC",0
Sat Aug 08 05:52:27 +0000 2020,[],@Dr_C_Diggs @SillyRabbitx4 @fieldhdj @SenDuckworth So you believe the Trump supporter but not the photographer or t… https://t.co/XMODPhyHBD,I_am_Steele,"Toronto, ON Canada",0
Sat Aug 08 05:52:27 +0000 2020,[],RT @tedlieu: I told my staff to cut and paste the ObamaCare law into a bill I’m going to introduce next week. I’m going to call it the Affo…,solacefiction,,0
Sat Aug 08 05:52:27 +0000 2020,[],RT @MajorPatriot: Trump just told a Karen press reporter who was whining his Press Conference attendees weren't wearing masks that it's a P…,trump2triumph,USA,0
Sat Aug 08 05:52:27 +0000 2020,[],RT @mccaffreyr3: Trump and his political agent the POSTMASTER GENERAL are pulling apart the US Postal Service authorized by the Constitutio…,kim_chafin,,0
Sat Aug 08 05:52:27 +0000 2020,[],"RT @BoycottUtah: It is Saturday, August 8, 2020. One citizen, I call for the removal from office by any legal means, the impeached fascist…",suseopunkt,,0
Sat Aug 08 05:52:27 +0000 2020,[],@katea76 @DanielAndrewsMP The people who stand with Dan are the same people criticizing Trump for the death toll in… https://t.co/3QN83z6fDB,NosireeB,,0
Sat Aug 08 05:52:27 +0000 2020,['Trump'],RT @BeChangeToday: Just called Bedminster Police at 908 234-0585 and reported that the #Trump owned Bedminster Golf Course is holding a eve…,MYK29,"New York, USA",0
Sat Aug 08 05:52:27 +0000 2020,[],@HillaryClinton Kudos to student Hannah Watters who posted photo of crowded halls at her school. She has more insig… https://t.co/Hs9qJTLP27,MsWSeattle,Seattle,0
Sat Aug 08 05:52:27 +0000 2020,[],"@itsmeshamwow They so fuckin desperate... they saying"" we know he just as fucked up as Trump but he'll make us comfortable again"".",lana_lovehall,"Chicago, IL",0
Sat Aug 08 05:52:27 +0000 2020,[],@sh1tbagbutth0le @IllCaesarer @guillotineshout @JesseRodriguez @NBCNews he doesn’t need excitement when people despise trump,Jack_W002,ozaukee county,0
Sat Aug 08 05:52:27 +0000 2020,['ThingsMorePopularThanTrump'],"#ThingsMorePopularThanTrump

President @BarackObama ⭐️

The most admired man in the world (Gallup poll), 12 years i… https://t.co/hcCgO8vIQm",US_Latino,United States,0
Sat Aug 08 05:52:27 +0000 2020,[],@leehsienloong Trump says come to daddy,Ranger32251087,,0
Sat Aug 08 05:52:27 +0000 2020,[],Ya know... Trump is such an asshole that he will sign this EO and it will have a disclaimer saying which illnesses… https://t.co/tk7843A5Ae,karmakkaze,TARDIS,0
Sat Aug 08 05:52:27 +0000 2020,[],RT @Lancegooden: Sanctioning Carrie Lam for implementing China's policies of suppression of freedom in Hong Kong is just the beginning.…,samwatson3690,Canada,0
Sat Aug 08 05:52:27 +0000 2020,[],"RT @RichardGrenell: You are purposefully confusing two issues. 

Trump rejected Obamacare - and is now mandating covering pre-existing cond…",WatusiCrypto,,0
